140.82.112.21,192.168.50.164,443,6584,6,2023-07-19 09:57:17,247380.97190856934,1503.7534905372156,24.254088557051862,12.127044278525931,12.127044278525931,3,3,186,186,78.0,54.0,62.0,11.313708498984761,78.0,54.0,62.0,11.313708498984761,78,54,62.0,11.313708498984761,128.0,60,60,20,1,49476.19438171387,246425.86708068848,56.02836608886719,98475.01420149591,247380.97190856934,246795.8927154541,585.0791931152344,123690.48595428467,123105.40676116943,148.0579376220703,92.02957153320312,56.02836608886719,74.02896881103516,18.00060272216797,0,0,0,0,1,0,0,0,0,0,0,1.0,62.0,358,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0,3,3,186,186
13.224.249.11,192.168.50.164,443,7005,6,2023-07-19 09:57:17,48982.14340209961,26131.97200237532,204.1560312685572,102.0780156342786,102.0780156342786,5,5,930,350,687.0,54.0,186.0,250.71816846810285,94.0,54.0,70.0,19.595917942265423,687,54,128.0,187.04491439223895,34985.8,100,100,20,2,5442.460378011067,47546.8635559082,0.0,14886.800362718735,48660.0399017334,48309.0877532959,0.0,12165.00997543335,20868.067711576543,48479.08020019531,48156.9766998291,51.021575927734375,12119.770050048828,20806.16073692994,0,0,0,0,1,0,0,0,0,0,0,1.0,128.0,134,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,70.0,0,5,5,930,350
192.168.50.164,13.224.249.11,7006,443,6,2023-07-19 09:57:17,1017243.1468963623,3536.0277540080256,23.593179342839203,11.796589671419602,11.796589671419602,12,12,1906,1691,795.0,54.0,158.83333333333334,213.12783070782243,687.0,54.0,140.91666666666666,178.61712232842876,795,54,149.875,196.83502239608342,38744.026041666664,240,240,20,6,44227.96290853749,759136.9152069092,0.0,153690.4452465461,1017243.1468963623,759538.8889312744,36.00120544433594,92476.64971785112,213332.49591783434,969875.0972747803,811126.9474029541,0.0,88170.4633886164,229776.03915487145,0,0,0,0,1,0,0,0,0,0,0,1.0,149.875,64240,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.83333333333334,140.91666666666666,0,12,12,1906,1691
192.168.50.164,13.224.249.11,7007,443,6,2023-07-19 09:57:18,365138.05389404297,9637.450718903036,62.98987397975841,30.125591903362718,32.86428207639569,11,12,1828,1691,795.0,54.0,166.1818181818182,217.9544648781726,687.0,54.0,140.91666666666666,178.61712232842876,795,54,153.0,198.80709461577376,39524.260869565216,220,240,20,6,16597.184267911045,176977.15759277344,0.0,38698.14305134273,365138.05389404297,217120.88584899902,51.975250244140625,36513.8053894043,63880.86768319515,318485.0215911865,176977.15759277344,0.0,28953.183781016956,51131.24915614497,0,0,0,0,1,0,0,0,0,0,0,1.0909090909090908,153.0,64240,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.1818181818182,140.91666666666666,0,11,12,1828,1691
52.198.247.96,192.168.50.164,443,5466,6,2023-07-19 09:57:19,204319.00024414062,12916.077295046769,24.47153712589384,9.788614850357536,14.682922275536304,2,3,692,1947,638.0,54.0,346.0,292.0,1304.0,54.0,649.0,512.070958624551,1304,54,527.8,462.027877946775,213469.76,40,60,20,1,51079.750061035156,114830.97076416016,164.98565673828125,41061.54961575406,0,0.0,0.0,0.0,0.0,43200.96969604492,43035.98403930664,164.98565673828125,21600.48484802246,21435.49919128418,0,0,0,0,1,0,0,0,0,0,0,1.5,527.8,770,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,649.0,0,2,3,692,1947
192.168.50.164,13.224.249.11,7009,443,6,2023-07-19 09:57:18,936374.1874694824,3852.092516291791,25.630779149155252,12.815389574577626,12.815389574577626,12,12,1916,1691,795.0,54.0,159.66666666666666,214.08266835241218,687.0,54.0,140.91666666666666,178.6171223284288,795,54,150.29166666666666,197.37178943275782,38955.6232638889,240,240,20,6,40711.921194325325,698437.9291534424,48.160552978515625,141401.79716909875,936374.1874694824,698880.9108734131,61.98883056640625,85124.92613358931,196199.85245840147,884755.1345825195,741688.9667510986,48.160552978515625,80432.28496204723,210173.72855581195,0,0,0,0,1,0,0,0,0,0,0,1.0,150.29166666666666,64240,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.66666666666666,140.91666666666666,0,12,12,1916,1691
192.168.50.164,13.224.249.11,7010,443,6,2023-07-19 09:57:19,357963.08517456055,10009.411999152793,67.04601953102625,33.52300976551312,33.52300976551312,12,12,1892,1691,795.0,54.0,157.66666666666666,211.84441355758133,687.0,54.0,140.91666666666666,178.6171223284288,795,54,149.29166666666666,196.11528904504672,38461.206597222226,240,240,20,6,15563.612398893936,117906.09359741211,0.0,28027.346678010927,357963.08517456055,118470.1919555664,46.96846008300781,32542.098652232777,40494.04573705264,316601.9916534424,170357.94258117676,0.0,28781.999241222034,48684.65535749808,0,0,0,0,1,0,0,0,0,0,0,1.0,149.29166666666666,64240,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.66666666666666,140.91666666666666,0,12,12,1892,1691
192.168.50.164,13.224.249.11,7011,443,6,2023-07-19 09:57:19,875725.9845733643,4167.970420311561,28.5477426048737,13.702916450339377,14.844826154534324,12,13,1905,1745,795.0,54.0,158.75,213.03408373622597,687.0,54.0,134.23076923076923,173.16561829920724,795,54,146.0,193.71897170901977,37527.04,240,260,20,6,36488.58269055685,647005.0811767578,0.0,128425.58005803457,875725.9845733643,647388.9350891113,49.114227294921875,79611.45314303311,181800.1689860919,834808.1111907959,696851.0150909424,0.0,69567.34259923299,190108.86846865198,0,0,0,0,1,0,0,0,0,0,0,1.0833333333333333,146.0,64240,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.75,134.23076923076923,0,12,13,1905,1745
192.168.50.164,13.224.249.11,7012,443,6,2023-07-19 09:57:20,919842.9584503174,3896.3172648927543,26.091410255978264,13.045705127989132,13.045705127989132,12,12,1881,1703,795.0,54.0,156.75,210.88034719559178,699.0,54.0,141.91666666666666,181.67895600634532,795,54,149.33333333333334,196.96164319199025,38793.88888888888,240,240,20,6,39993.17210653554,520525.9323120117,0.0,112436.17272835631,919842.9584503174,520943.88008117676,53.882598876953125,83622.08713184703,156609.23598990616,878708.1241607666,743520.975112915,0.0,79882.55674188788,210751.86939170436,0,0,0,0,1,0,0,0,0,0,0,1.0,149.33333333333334,64240,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.75,141.91666666666666,0,12,12,1881,1703
142.251.12.95,192.168.50.164,443,6749,6,2023-07-19 09:57:21,398.1590270996094,547519.9233532934,7534.677844311377,5023.118562874251,2511.5592814371257,2,1,164,54,110.0,54.0,82.0,28.0,54.0,54.0,54.0,0.0,110,54,72.66666666666667,26.398653164297773,696.8888888888888,40,20,20,1,199.0795135498047,250.10108947753906,148.0579376220703,51.021575927734375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,72.66666666666667,263,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,54.0,0,2,1,164,54
192.168.50.164,13.224.249.11,7013,443,6,2023-07-19 09:57:21,988919.9733734131,3701.0072589746305,25.280104227968785,12.134450029425018,13.145654198543768,12,13,1915,1745,795.0,54.0,159.58333333333334,213.98576990590337,687.0,54.0,134.23076923076923,173.16561829920724,795,54,146.4,194.24850063771407,37732.48,240,260,20,6,41204.998890558876,733800.8880615234,0.0,145507.34404005957,988919.9733734131,752601.8619537354,61.98883056640625,89901.81576121938,211466.13460915317,944525.957107544,780544.9962615967,0.0,78710.49642562866,212972.54307247448,0,0,0,0,1,0,0,0,0,0,0,1.0833333333333333,146.4,64240,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.58333333333334,134.23076923076923,0,12,13,1915,1745
