src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.50.164,20.205.243.166,9538,443,6,2023-07-19 10:54:30,38780.927658081055,3120.0903977031703,51.57174211079621,25.785871055398104,25.785871055398104,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,254,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,192.168.50.200,61192,53,17,2023-07-19 10:54:31,41639.089584350586,6628.38699777265,48.03178983893225,24.015894919466124,24.015894919466124,1,1,78,198,78.0,78.0,78.0,0.0,198.0,198.0,198.0,0.0,198,78,138.0,60.0,3600.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,138.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,198.0,0,1,1,78,198
192.168.50.164,192.168.50.200,53458,53,17,2023-07-19 10:54:31,41859.14993286133,5494.617075810218,47.779278920088856,23.889639460044428,23.889639460044428,1,1,78,152,78.0,78.0,78.0,0.0,152.0,152.0,152.0,0.0,152,78,115.0,37.0,1369.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,115.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,152.0,0,1,1,78,152
192.168.50.164,172.217.194.101,63412,443,17,2023-07-19 10:54:31,149939.06021118164,38709.05947940021,113.37939544276423,53.35500962012435,60.02438582263989,8,9,2442,3362,1292.0,73.0,305.25,411.01452224951856,1292.0,64.0,373.55555555555554,399.2640761064484,1292,64,341.4117647058824,406.2692614544794,165054.71280276816,64,72,8,8,9371.191263198853,49340.009689331055,0.0,16525.95946182026,130677.93846130371,52225.11291503906,55.07469177246094,18668.276923043388,22573.450286251606,100052.1183013916,47314.16702270508,0.0,12506.51478767395,20138.077448637756,0,0,0,0,1,0,0,0,0,0,0,1.125,341.4117647058824,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2267.0,5.0,0.0,4665597.236506379,305.25,373.55555555555554,0,8,9,2442,3362
15.197.206.217,192.168.50.164,80,9331,6,2023-07-19 10:54:31,48521.04187011719,4987.5268681945045,61.82884547348559,41.219230315657065,20.609615157828532,2,1,153,89,99.0,54.0,76.5,22.5,89.0,89.0,89.0,0.0,99,54,80.66666666666667,19.293061504650375,372.2222222222222,40,20,20,1,24260.520935058594,47646.04568481445,874.9961853027344,23385.52474975586,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,80.66666666666667,546,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,89.0,0,2,1,153,89
192.168.50.164,192.168.50.200,50760,53,17,2023-07-19 10:54:33,43264.86587524414,4391.554120331081,46.226885477169276,23.113442738584638,23.113442738584638,1,1,87,103,87.0,87.0,87.0,0.0,103.0,103.0,103.0,0.0,103,87,95.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,95.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,103.0,0,1,1,87,103
192.168.50.164,192.168.50.200,53562,53,17,2023-07-19 10:54:33,42578.935623168945,5425.217812967204,46.97158279625285,23.485791398126423,23.485791398126423,1,1,87,144,87.0,87.0,87.0,0.0,144.0,144.0,144.0,0.0,144,87,115.5,28.5,812.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,115.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,144.0,0,1,1,87,144
192.168.50.164,64.233.170.95,9573,443,6,2023-07-19 10:54:33,178988.93356323242,37147.54799436285,122.91262684253012,67.04325100501643,55.86937583751369,12,10,2379,4270,845.0,54.0,198.25,268.3726032341354,1304.0,54.0,427.0,443.66045575417246,1304,54,302.22727272727275,376.46983844153885,141729.53925619836,240,200,20,6,8523.282550630116,45202.97050476074,0.0,16401.307820775364,138854.0267944336,47816.99180603027,32.901763916015625,12623.09334494851,20281.790667205933,138895.03479003906,51211.11869812012,0.0,15432.781643337674,21859.529372621408,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,302.22727272727275,64240,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3330.0,6.0,0.0,7926806.08399546,198.25,427.0,0,12,10,2379,4270
192.168.50.164,192.168.50.200,50931,53,17,2023-07-19 10:54:34,3262.9966735839844,87649.4917433874,612.9335086950168,306.4667543475084,306.4667543475084,1,1,78,208,78.0,78.0,78.0,0.0,208.0,208.0,208.0,0.0,208,78,143.0,65.0,4225.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,143.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,208.0,0,1,1,78,208
192.168.50.164,192.168.50.200,52856,53,17,2023-07-19 10:54:34,41552.066802978516,5535.224062152144,48.13238314914908,24.06619157457454,24.06619157457454,1,1,78,152,78.0,78.0,78.0,0.0,152.0,152.0,152.0,0.0,152,78,115.0,37.0,1369.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,115.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,152.0,0,1,1,78,152
192.168.50.164,172.217.194.138,9574,443,6,2023-07-19 10:54:34,185274.1241455078,26603.822971679176,129.53778683714754,64.76889341857377,64.76889341857377,12,12,2221,2708,827.0,54.0,185.08333333333334,242.75449131901874,1018.0,54.0,225.66666666666666,269.44985103395817,1018,54,205.375,257.25130587618014,66178.234375,240,240,20,6,8055.3967019786005,40854.93087768555,0.0,14633.567293559838,138110.16082763672,43601.036071777344,26.941299438476562,12555.469166148792,18147.125440738906,145406.96144104004,45073.9860534668,0.0,13218.814676458185,17499.220554992287,0,0,0,0,1,0,0,0,0,0,0,1.0,205.375,64240,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,4.0,0.0,7830916.609418282,185.08333333333334,225.66666666666666,0,12,12,2221,2708
192.168.50.164,74.125.130.84,9475,443,6,2023-07-19 10:54:20,14075957.05986023,29.127681922899473,0.4262587598473093,0.21312937992365466,0.21312937992365466,3,3,163,247,55.0,54.0,54.333333333333336,0.4714045207910317,127.0,54.0,82.33333333333333,31.961782734314987,127,54,68.33333333333333,26.587382136812355,706.8888888888888,60,60,20,1,2815191.411972046,13625656.127929688,293.0164337158203,5406164.023367993,14075957.05986023,13849778.890609741,226178.16925048828,7037978.529930115,6811800.360679626,13851987.12348938,13625656.127929688,226330.99555969238,6925993.56174469,6699662.566184998,0,0,0,0,1,0,0,0,0,0,0,1.0,68.33333333333333,254,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.333333333333336,82.33333333333333,0,3,3,163,247
192.168.50.164,74.125.130.84,9474,443,6,2023-07-19 10:54:20,14057571.88796997,29.165776513002587,0.4268162416536964,0.2134081208268482,0.2134081208268482,3,3,163,247,55.0,54.0,54.333333333333336,0.4714045207910317,127.0,54.0,82.33333333333333,31.961782734314987,127,54,68.33333333333333,26.587382136812355,706.8888888888888,60,60,20,1,2811514.377593994,13571531.057357788,509.02366638183594,5381098.598791584,14057571.88796997,13807178.974151611,250392.91381835938,7028785.943984985,6778393.030166626,13821900.129318237,13571531.057357788,250369.07196044922,6910950.064659119,6660580.992698669,0,0,0,0,1,0,0,0,0,0,0,1.0,68.33333333333333,254,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.333333333333336,82.33333333333333,0,3,3,163,247
192.168.50.164,74.125.130.84,9477,443,6,2023-07-19 10:54:22,13991377.115249634,29.30376306940711,0.42883555711327476,0.21441777855663738,0.21441777855663738,3,3,163,247,55.0,54.0,54.333333333333336,0.4714045207910317,127.0,54.0,82.33333333333333,31.961782734314987,127,54,68.33333333333333,26.587382136812355,706.8888888888888,60,60,20,1,2798275.4230499268,13517211.9140625,267.02880859375,5360510.085395996,13991377.115249634,13754750.967025757,236626.14822387695,6995688.557624817,6759062.40940094,13754076.957702637,13517211.9140625,236865.04364013672,6877038.478851318,6640173.435211182,0,0,0,0,1,0,0,0,0,0,0,1.0,68.33333333333333,254,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.333333333333336,82.33333333333333,0,3,3,163,247
192.168.50.164,143.244.210.202,9575,443,6,2023-07-19 10:54:35,1168844.9382781982,7600.666015705077,28.23300073370864,12.833182151685746,15.399818582022894,15,18,2353,6531,454.0,54.0,156.86666666666667,144.65216517179718,1304.0,54.0,362.8333333333333,456.13670587275095,1304,54,269.2121212121212,365.39922190424505,133516.59136822773,300,360,20,8,36526.404321193695,211581.94541931152,0.0,70098.50524658484,1010749.101638794,260349.03526306152,60.79673767089844,72196.364402771,100056.86802731495,960768.9380645752,255177.02102661133,0.0,56515.81988615148,93337.2208939344,0,0,0,0,1,0,0,0,0,0,0,1.2,269.2121212121212,64240,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.0,4.0,4747.0,5.0,388847.910534556,1234291.8038559295,156.86666666666667,362.8333333333333,0,15,18,2353,6531
192.168.50.164,104.18.3.161,9442,443,6,2023-07-19 10:54:38,39100.88539123535,3094.5590819568174,51.14973689184822,25.57486844592411,25.57486844592411,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,1034,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
52.198.247.96,192.168.50.164,443,9383,6,2023-07-19 10:54:39,139400.00534057617,18572.452660060273,28.694403491788755,14.347201745894377,14.347201745894377,2,2,695,1894,641.0,54.0,347.5,293.5,1304.0,590.0,947.0,357.0,1304,54,647.25,443.4475025298936,196645.6875,40,40,20,1,46466.66844685873,132992.98286437988,213.14620971679688,61232.042799026734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,647.25,288,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.5,947.0,0,2,2,695,1894
192.168.50.164,74.125.130.84,9476,443,6,2023-07-19 10:54:20,19400811.910629272,35.15316797779723,0.5154423457155018,0.2577211728577509,0.2577211728577509,5,5,271,411,55.0,54.0,54.2,0.4,127.0,54.0,82.2,30.439448089608984,127,54,68.2,25.678006153126454,659.36,100,100,20,1,2155645.767847697,13825397.01461792,164.98565673828125,4396549.599711045,19166450.97732544,14105858.80279541,164.98565673828125,4791612.74433136,5737538.882025085,19168980.12161255,13825397.01461792,321.1498260498047,4792245.030403137,5576834.06801563,0,0,0,0,1,0,0,0,0,0,0,1.0,68.2,258,263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2,82.2,0,5,5,271,411
192.168.50.164,192.168.50.200,57253,53,17,2023-07-19 10:54:40,3026.0086059570312,94513.9413803971,660.9366530097699,330.46832650488494,330.46832650488494,1,1,78,208,78.0,78.0,78.0,0.0,208.0,208.0,208.0,0.0,208,78,143.0,65.0,4225.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,143.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,208.0,0,1,1,78,208
192.168.50.164,192.168.50.200,49335,53,17,2023-07-19 10:54:40,41389.94216918945,5556.905565604083,48.32091796177463,24.160458980887316,24.160458980887316,1,1,78,152,78.0,78.0,78.0,0.0,152.0,152.0,152.0,0.0,152,78,115.0,37.0,1369.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,115.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,152.0,0,1,1,78,152
192.168.50.164,172.217.194.101,9576,443,6,2023-07-19 10:54:40,220130.92041015625,21855.17596090528,99.94052611513534,49.97026305756767,49.97026305756767,11,11,2163,2648,827.0,54.0,196.63636363636363,249.58193142907555,1018.0,54.0,240.72727272727272,279.0663299807514,1018,54,218.6818181818182,265.65123861655974,70570.58057851237,220,220,20,6,10482.424781436011,52196.97952270508,2.1457672119140625,19444.984772064505,167785.8829498291,54422.855377197266,56.02836608886719,16778.58829498291,23289.37267802103,171616.0774230957,57175.1594543457,112.77198791503906,17161.60774230957,23973.230936659846,0,0,0,0,1,0,0,0,0,0,0,1.0,218.6818181818182,64240,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,4.0,0.0,1782312.386768448,196.63636363636363,240.72727272727272,0,11,11,2163,2648
192.168.50.164,192.168.50.200,64992,53,17,2023-07-19 10:54:40,41697.025299072266,7050.8626908342385,47.965052318600264,23.982526159300132,23.982526159300132,1,1,83,211,83.0,83.0,83.0,0.0,211.0,211.0,211.0,0.0,211,83,147.0,64.0,4096.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,147.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,211.0,0,1,1,83,211
192.168.50.164,192.168.50.200,51600,53,17,2023-07-19 10:54:40,41798.83003234863,5909.256307146483,47.848229207663834,23.924114603831917,23.924114603831917,1,1,83,164,83.0,83.0,83.0,0.0,164.0,164.0,164.0,0.0,164,83,123.5,40.5,1640.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,123.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,164.0,0,1,1,83,164
192.168.50.164,74.125.200.138,9482,443,6,2023-07-19 10:54:41,141870.02182006836,24515.39765329067,112.77928765171096,49.34093834762354,63.43834930408742,7,9,1908,1570,1148.0,54.0,272.57142857142856,372.4470651334638,590.0,54.0,174.44444444444446,173.67793380668144,1148,54,217.375,282.88775932337546,80025.484375,140,180,20,5,9458.001454671225,47336.81678771973,0.0,18548.682986911455,95715.99960327148,93868.97087097168,66.04194641113281,15952.666600545248,34847.6069317665,94273.09036254883,47642.94624328613,0.0,11784.136295318604,20276.197167468883,0,0,0,0,1,0,0,0,0,0,0,1.2857142857142858,217.375,256,369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1084.0,5.0,0.0,23286.29358409006,272.57142857142856,174.44444444444446,0,7,9,1908,1570
192.168.50.164,74.125.200.102,9479,443,6,2023-07-19 10:54:26,14780030.012130737,27.74013311633953,0.4059531675561882,0.2029765837780941,0.2029765837780941,3,3,163,247,55.0,54.0,54.333333333333336,0.4714045207910317,127.0,54.0,82.33333333333333,31.961782734314987,127,54,68.33333333333333,26.587382136812355,706.8888888888888,60,60,20,1,2956006.0024261475,14684597.969055176,217.91458129882812,5864333.81024032,14780030.012130737,14732143.16368103,47886.84844970703,7390015.006065369,7342128.157615662,14732667.922973633,14684597.969055176,48069.95391845703,7366333.961486816,7318264.007568359,0,0,0,0,1,0,0,0,0,0,0,1.0,68.33333333333333,255,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.333333333333336,82.33333333333333,0,3,3,163,247
192.168.50.164,74.125.24.102,9481,443,6,2023-07-19 10:54:41,53672.79052734375,2254.4011371712863,37.26282871357498,18.63141435678749,18.63141435678749,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,258,310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,192.168.50.200,64066,53,17,2023-07-19 10:54:41,49054.861068725586,4668.242759451959,40.77067912185117,20.385339560925583,20.385339560925583,1,1,84,145,84.0,84.0,84.0,0.0,145.0,145.0,145.0,0.0,145,84,114.5,30.5,930.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,114.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,145.0,0,1,1,84,145
192.168.50.164,54.156.39.101,9578,443,6,2023-07-19 10:54:41,711120.1286315918,8803.013369971844,28.12464335454263,11.249857341817053,16.87478601272558,8,12,1087,5173,571.0,54.0,135.875,169.44057771088956,1304.0,54.0,431.0833333333333,508.92836076297516,1304,54,313.0,433.36405019336803,187804.4,160,240,20,2,37427.37519113641,235724.92599487305,0.0,84981.90454133977,711120.1286315918,240373.1346130371,195.98007202148438,101588.58980451312,116817.35053671157,477802.99186706543,243468.0461883545,0.0,43436.63562427868,91912.95470653189,0,0,0,0,1,0,0,0,0,0,0,1.5,313.0,64240,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4273.0,7.0,0.0,7097925.145346534,135.875,431.0833333333333,0,8,12,1087,5173
192.168.50.164,20.198.162.78,5482,443,6,2023-07-19 10:54:41,93596.9352722168,4070.6461049381774,32.052331534946276,21.36822102329752,10.68411051164876,2,1,152,229,98.0,54.0,76.0,22.0,229.0,229.0,229.0,0.0,229,54,127.0,74.32810146012521,5524.666666666667,40,20,20,1,46798.4676361084,54486.989974975586,39109.94529724121,7688.5223388671875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,127.0,256,7708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,229.0,0,2,1,152,229
192.168.50.164,54.156.39.101,9577,443,6,2023-07-19 10:54:41,1010190.0100708008,9210.148494091636,30.68729614325459,14.848691682219963,15.838604461034627,15,16,3177,6127,924.0,54.0,211.8,249.6891934652626,1304.0,54.0,382.9375,457.06556815598134,1304,54,300.1290322580645,381.1891192584056,145305.14464099897,300,320,20,7,33673.00033569336,238831.0432434082,0.0,79773.92259200872,1010190.0100708008,286556.0054779053,75.10185241699219,72156.42929077148,113765.7484426039,730129.9571990967,241676.09214782715,0.0,48675.33047993978,94913.22142956754,0,0,0,0,1,0,0,0,0,0,0,1.0666666666666667,300.1290322580645,64240,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2439.0,5.5,0.0,6555531.852611342,211.8,382.9375,0,15,16,3177,6127
192.168.50.164,82.145.216.19,9581,443,6,2023-07-19 10:54:41,624913.9308929443,12697.748614215749,33.604627712480244,17.602424039870602,16.00220367260964,11,10,2915,5020,1304.0,54.0,265.0,383.5918759211765,1304.0,54.0,502.0,531.021280176228,1304,54,377.85714285714283,474.72420923093017,225363.07482993198,220,200,20,5,31245.696544647217,140094.04182434082,0.0,54817.84587208928,624913.9308929443,142689.94331359863,123.02398681640625,62491.39308929443,64962.32957057899,485747.0989227295,151956.08139038086,0.0,53971.899880303274,66638.72606151534,0,0,0,0,1,0,0,0,0,0,0,0.9090909090909091,377.85714285714283,64240,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,502.0,0,11,10,2915,5020
192.168.50.164,172.253.118.188,5616,5228,6,2023-07-19 10:54:43,40017.127990722656,3023.7052501132002,49.9785991754248,24.9892995877124,24.9892995877124,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,258,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,142.251.12.94,9455,443,6,2023-07-19 10:54:44,232022.04704284668,469.78294256610604,8.619870505800112,4.309935252900056,4.309935252900056,1,1,55,54,55.0,55.0,55.0,0.0,54.0,54.0,54.0,0.0,55,54,54.5,0.5,0.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,54.5,254,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,54.0,0,1,1,55,54
192.168.50.164,140.82.114.26,9539,443,6,2023-07-19 10:54:31,15070422.887802124,22.361681719811926,0.3317756931722838,0.1327102772689135,0.19906541590337026,2,3,138,199,83.0,55.0,69.0,14.0,79.0,54.0,66.33333333333333,10.208928554075703,83,54,67.4,11.943198901466893,142.64,40,60,20,2,3767605.721950531,14556746.95968628,566.0057067871094,6229990.203867819,0,0.0,0.0,0.0,0.0,14813851.833343506,14556746.95968628,257104.87365722656,7406925.916671753,7149821.043014526,0,0,0,0,1,0,0,0,0,0,0,1.5,67.4,254,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,66.33333333333333,0,2,3,138,199
192.168.50.164,13.33.33.217,9555,443,6,2023-07-19 10:54:48,38951.873779296875,3106.3974145529332,51.345411810792285,25.672705905396143,25.672705905396143,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,255,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,140.82.114.22,9492,443,6,2023-07-19 10:54:00,90634132.14683533,315.6316425433867,1.853606318288844,0.970936642913204,0.88266967537564,88,80,19636,8971,1304.0,54.0,223.13636363636363,404.28989885235774,825.0,54.0,112.1375,183.6823170415432,1304,54,170.2797619047619,323.6608109468931,104756.32054280046,1760,1600,20,83,542719.3541726667,1016095.8766937256,14.066696166992188,390398.8391116463,90634132.14683533,1362089.8723602295,14.066696166992188,1041771.6338716705,438969.392621428,89371446.13265991,1351314.0678405762,213.86146545410156,1131284.128261518,364199.99777134386,0,0,0,0,1,0,0,0,0,0,0,0.9090909090909091,170.2797619047619,255,127,14099.836349487305,6267.786026000977,10027.170181274414,2358.5108830348213,1006214.1418457031,5093.812942504883,92811.64407730103,275413.37341338384,3326.5,4.25,0.0,0.0,4634.0509136550345,0.0,223.13636363636363,112.1375,0,88,80,19636,8971
35.244.180.134,192.168.50.164,443,50066,17,2023-07-19 10:54:00,90336199.99885559,263.3606461230536,1.9704171749780814,1.2287432945088037,0.7416738804692778,111,67,13407,10384,340.0,68.0,120.78378378378379,60.91175205849963,327.0,71.0,154.98507462686567,114.56074352210584,340,68,133.6573033707865,86.76547543556511,7528.247727559652,888,536,8,111,510374.01129296946,14688534.021377563,0.0,1950454.5345588296,90336199.99885559,14750178.813934326,0.0,821238.1818077781,2429170.3955596862,89334679.84199524,14746221.06552124,82.96966552734375,1353555.755181746,3034783.5877166125,0,0,0,0,1,0,0,0,0,0,0,0.6036036036036037,133.6573033707865,0,0,10337193.012237549,4108224.1535186768,7046433.639526367,2715306.913895954,12848413.944244385,241129.15992736816,5341330.409049988,4384198.077849808,312.0,4.0,0.0,0.0,48499.84611963531,0.0,120.78378378378379,154.98507462686567,0,111,67,13407,10384
