src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.50.164,74.125.200.95,9258,443,6,2023-07-19 10:54:34,19214689.016342163,34.0364603061632,0.46839165558940177,0.46839165558940177,0.0,9,0,654,0,78.0,54.0,72.66666666666667,9.977753031397176,0.0,0.0,0.0,0.0,78,54,72.66666666666667,9.977753031397176,99.55555555555556,180,0,20,7,2401836.1270427704,9602210.998535156,380.9928894042969,3100425.256412547,19214689.016342163,9602210.998535156,380.9928894042969,2401836.1270427704,3100425.256412547,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,72.66666666666667,254,0,0.0,0.0,0.0,0.0,4791725.158691406,1198260.0688934326,2400552.749633789,1466263.5075586021,96.0,4.0,0.0,0.0,80.02452966458927,0.0,72.66666666666667,0.0,0,9,0,654,0
142.251.10.95,192.168.50.164,443,9346,6,2023-07-19 10:54:06,90002019.88220215,9.410899901008708,0.08888689398827587,0.044443446994137936,0.044443446994137936,4,4,631,216,173.0,131.0,157.75,16.57369904396722,54.0,54.0,54.0,0.0,173,54,105.875,53.182322015872906,2828.359375,80,80,20,4,12857431.411743164,30022258.9969635,41821.00296020508,14791588.98614376,89946105.00335693,30064079.999923706,29937950.134277344,29982035.001118977,58068.43357042326,89954066.99180603,30066911.935806274,29937942.98171997,29984688.997268677,58322.13318057212,0,0,0,0,1,0,0,0,0,0,0,1.0,105.875,266,256,0.0,0.0,0.0,0.0,29896121.978759766,126137.01820373535,15011129.49848175,14884992.480278015,0.0,0.0,0.0,0.0,0.0,0.0,157.75,54.0,0,4,4,631,216
192.168.50.164,15.197.213.252,5615,443,6,2023-07-19 10:54:56,40343.9998626709,2999.206831545667,49.57366663711846,24.78683331855923,24.78683331855923,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,257,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,172.217.194.94,9236,443,6,2023-07-19 10:54:28,30959993.839263916,68.95996204276895,0.7428942046761994,0.3229974802939997,0.41989672438219966,10,13,903,1232,137.0,54.0,90.3,34.29008603080488,200.0,54.0,94.76923076923077,43.41774512472954,200,54,92.82608695652173,39.76961061119849,1581.6219281663514,200,260,20,7,1407272.4472392688,30832315.921783447,0.0,6421084.976144862,30919382.81059265,30871118.783950806,25.987625122070312,3435486.978954739,9699971.70257902,30921190.977096558,30872184.03816223,0.0,2576765.9147580466,8531397.17976574,0,0,0,0,1,0,0,0,0,0,0,1.3,92.82608695652173,254,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,4.0,518.0,7.0,690262.6011428571,74952.54672784351,90.3,94.76923076923077,0,10,13,903,1232
192.168.50.164,192.168.50.200,50953,53,17,2023-07-19 10:54:59,42702.91328430176,4824.026843988856,46.83521207756171,23.417606038780853,23.417606038780853,1,1,80,126,80.0,80.0,80.0,0.0,126.0,126.0,126.0,0.0,126,80,103.0,23.0,529.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,103.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,126.0,0,1,1,80,126
192.168.50.164,192.168.50.200,55791,53,17,2023-07-19 10:54:59,49956.08329772949,4944.342784599892,40.03516424777241,20.017582123886204,20.017582123886204,1,1,80,167,80.0,80.0,80.0,0.0,167.0,167.0,167.0,0.0,167,80,123.5,43.5,1892.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,123.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,167.0,0,1,1,80,167
192.168.50.164,172.217.194.94,54872,443,17,2023-07-19 10:54:59,146870.13626098633,70538.50608261448,156.60093049229081,81.70483330032565,74.89609719196517,12,11,2802,7558,1292.0,72.0,233.5,348.2366293197773,1292.0,63.0,687.0909090909091,555.9529827316916,1292,63,450.4347826086956,512.281412650012,262432.2457466919,96,88,8,12,6675.915284590287,49893.856048583984,0.0,14563.018440704815,126931.90574645996,51152.944564819336,22.172927856445312,11539.264158769087,18982.998632049777,95393.18084716797,46974.897384643555,0.0,9539.318084716797,18473.368545895344,0,0,0,0,1,0,0,0,0,0,0,0.9166666666666666,450.4347826086956,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,4.0,5051.0,5.0,5133.36184779608,5586874.869198312,233.5,687.0909090909091,0,12,11,2802,7558
192.168.50.164,172.253.118.188,5617,5228,6,2023-07-19 10:54:59,46562.910079956055,2598.6348317195684,42.952641846604436,21.476320923302218,21.476320923302218,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,255,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,172.253.118.188,5623,5228,6,2023-07-19 10:54:59,38342.952728271484,3155.7298379574936,52.16082376789245,26.080411883946226,26.080411883946226,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,255,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,172.253.118.188,5620,5228,6,2023-07-19 10:54:59,39626.121520996094,3053.5413347452527,50.471757599095085,25.235878799547542,25.235878799547542,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,255,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,172.253.118.188,5622,5228,6,2023-07-19 10:54:59,45746.0880279541,2645.0349137189705,43.71958535072678,21.85979267536339,21.85979267536339,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,255,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,172.253.118.188,5618,5228,6,2023-07-19 10:54:59,46545.02868652344,2599.6331598573947,42.969143138138755,21.484571569069377,21.484571569069377,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,255,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,172.253.118.188,5619,5228,6,2023-07-19 10:54:59,38712.0246887207,3125.643801194802,51.66353390404631,25.831766952023155,25.831766952023155,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,255,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,172.253.118.188,5621,5228,6,2023-07-19 10:54:59,46442.98553466797,2605.344996817183,43.06355366639972,21.53177683319986,21.53177683319986,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,255,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,35.244.233.98,9534,443,6,2023-07-19 10:54:26,33818578.95851135,8.36818129901864,0.1478477261310714,0.08870863567864283,0.05913909045242856,3,2,163,120,55.0,54.0,54.333333333333336,0.4714045207910317,66.0,54.0,60.0,6.0,66,54,56.6,4.715930449020639,22.24,60,40,20,1,8454644.739627838,33728157.04345703,363.8267517089844,14591680.549704002,33818578.95851135,33774378.061294556,44200.897216796875,16909289.479255676,16865088.58203888,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,56.6,255,261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.333333333333336,60.0,0,3,2,163,120
192.168.50.164,54.203.25.147,9556,443,6,2023-07-19 10:54:49,11469810.009002686,197.99804863528567,1.1334102299686102,0.5231124138316662,0.6102978161369439,6,7,1606,665,1181.0,54.0,267.6666666666667,409.15468414226365,245.0,54.0,95.0,63.715887231633886,1181,54,174.69230769230768,294.7208286903139,86860.36686390535,120,140,20,5,955817.5007502238,10739201.068878174,0.0,2951631.8009225135,11200793.027877808,10971771.955490112,125.885009765625,2240158.6055755615,4366696.840413886,11237239.122390747,10966915.130615234,0.0,1872873.1870651245,4068172.342611361,0,0,0,0,1,0,0,0,0,0,0,1.1666666666666667,174.69230769230768,255,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.6666666666667,95.0,0,6,7,1606,665
20.221.80.166,192.168.50.164,443,9430,6,2023-07-19 10:54:11,91476843.1186676,7.674073307157486,0.14211246865106456,0.07652209850441938,0.06559037014664518,7,6,378,324,54.0,54.0,54.0,0.0,54.0,54.0,54.0,0.0,54,54,54.0,0.0,0.0,140,120,20,0,7623070.259888967,15251677.989959717,282.04917907714844,7622692.695811142,91476843.1186676,15252326.011657715,15243880.033493042,15246140.519777933,3085.3723001997446,76224822.99804688,15247766.017913818,15243907.928466797,15244964.599609375,1415.9888203191638,0,0,0,0,1,0,0,0,0,0,0,0.8571428571428571,54.0,3389,258,0.0,0.0,0.0,0.0,15243537.902832031,8105.039596557617,7625821.471214294,7617716.431617737,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0,7,6,378,324
74.125.130.95,192.168.50.164,443,9343,6,2023-07-19 10:54:01,102840934.99183655,94.33986574285949,0.7779003565686208,0.4764639683982802,0.3014363881703406,49,31,4322,5380,140.0,54.0,88.20408163265306,34.823156494468364,1304.0,54.0,173.5483870967742,260.44760958033044,1304,54,121.275,169.57815123122433,28756.749374999992,980,620,20,27,1301783.9872384374,16108949.184417725,0.0,3824673.049990351,102838235.85510254,16108949.184417725,0.0,2142463.2469813027,4719889.990387244,102838478.0883789,16344175.100326538,52.928924560546875,3427949.2696126304,5697223.2806244325,0,0,0,0,1,0,0,0,0,0,0,0.6326530612244898,121.275,554,257,13022684.097290039,10742454.290390015,11643930.852413177,855629.2870830501,12491718.769073486,4918770.07484436,10358951.210975647,2538611.999248325,0.0,0.0,0.0,0.0,0.0,0.0,88.20408163265306,173.5483870967742,0,49,31,4322,5380
192.168.50.164,23.98.104.210,5490,8883,6,2023-07-19 10:55:04,93893.05114746094,3195.124626729234,31.95124626729234,21.300830844861558,10.650415422430779,2,1,177,123,123.0,54.0,88.5,34.5,123.0,123.0,123.0,0.0,123,54,100.0,32.526911934581186,1058.0,40,20,20,1,46946.52557373047,46948.909759521484,46944.14138793945,2.384185791015625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,100.0,258,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.5,123.0,0,2,1,177,123
192.168.50.164,224.0.0.251,5353,5353,17,2023-07-19 10:55:05,1014258.861541748,167.61007120173198,1.9718831906086114,1.9718831906086114,0.0,2,0,170,0,85.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,85,85,85.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,85.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0,2,0,170,0
104.244.42.194,192.168.50.164,443,9381,6,2023-07-19 10:54:06,100041051.86462402,28.18842812464663,0.26988920544874434,0.15993434396962627,0.10995486147911807,16,11,1246,1574,240.0,54.0,77.875,45.524546949969746,547.0,54.0,143.0909090909091,137.63882548536853,547,54,104.44444444444444,99.86521781078265,9973.06172839506,320,220,20,6,3847732.764024001,24992987.871170044,62.9425048828125,8741734.471694004,100041051.86462402,24992987.871170044,62.9425048828125,6669403.457641602,10666400.336829139,77761644.12498474,25033427.953720093,187.87384033203125,7776164.412498474,11301967.71897683,0,0,0,0,1,0,0,0,0,0,0,0.6875,104.44444444444444,380,254,0.0,0.0,0.0,0.0,24937693.119049072,25196.79069519043,11228344.678878784,11340294.89636465,0.0,0.0,0.0,0.0,0.0,0.0,77.875,143.0909090909091,0,16,11,1246,1574
192.168.50.164,54.203.25.147,9558,443,6,2023-07-19 10:54:49,22258084.058761597,23.452153321998157,0.35941997428349665,0.17970998714174832,0.17970998714174832,4,4,217,305,55.0,54.0,54.25,0.4330127018922193,100.0,54.0,76.25,17.612140698961042,100,54,65.25,16.618889854620253,276.1875,80,80,20,1,3179726.2941087997,14540816.068649292,52.928924560546875,5235993.018477204,21926217.079162598,14778868.198394775,184.05914306640625,7308739.026387532,6034454.180767639,22020297.050476074,14540816.068649292,52.928924560546875,7340099.016825358,5937059.182604068,0,0,0,0,1,0,0,0,0,0,0,1.0,65.25,257,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.25,76.25,0,4,4,217,305
192.168.50.164,192.168.50.200,64265,53,17,2023-07-19 10:55:11,41827.91709899902,6144.221797889865,47.81495562560206,23.90747781280103,23.90747781280103,1,1,72,185,72.0,72.0,72.0,0.0,185.0,185.0,185.0,0.0,185,72,128.5,56.5,3192.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,128.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,185.0,0,1,1,72,185
192.168.50.164,192.168.50.200,50115,53,17,2023-07-19 10:55:11,41438.10272216797,6684.668983452625,48.26475800326805,24.132379001634025,24.132379001634025,1,1,72,205,72.0,72.0,72.0,0.0,205.0,205.0,205.0,0.0,205,72,138.5,66.5,4422.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,138.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,205.0,0,1,1,72,205
192.168.50.164,140.82.114.21,9340,443,6,2023-07-19 10:54:01,70469640.01655579,100.48298811142536,1.6602894519187639,0.823049471891353,0.8372399800274108,58,59,3211,3870,78.0,54.0,55.36206896551724,3.0040103991168836,78.0,54.0,65.59322033898304,3.0979416023853186,78,54,60.52136752136752,5.956535289897965,35.48031265979983,1160,1180,20,56,607496.8966944464,1241549.015045166,74.86343383789062,393125.9468553977,70233119.0109253,1521595.9548950195,74.86343383789062,1232159.9826478122,238388.73980232645,70142870.1877594,1528750.8964538574,417.94776916503906,1209359.830823438,271225.72743529826,0,0,0,0,1,0,0,0,0,0,0,1.0172413793103448,60.52136752136752,255,0,240443.94493103027,782.2513580322266,44852.97203063965,83138.5459961817,1014608.1447601318,5371.09375,103385.78224182129,253790.72969474414,0.0,0.0,0.0,0.0,0.0,0.0,55.36206896551724,65.59322033898304,0,58,59,3211,3870
192.168.50.164,74.125.68.139,9535,443,6,2023-07-19 10:55:11,46620.13053894043,2595.445328041976,42.89992277755333,21.449961388776664,21.449961388776664,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,258,311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,107.167.110.216,9585,443,6,2023-07-19 10:55:11,680922.0314025879,6777.5747988266085,23.49755076516267,10.28017845975867,13.217372305404004,7,9,987,3628,571.0,54.0,141.0,177.6231966833161,590.0,54.0,403.1111111111111,247.061146027746,590,54,288.4375,255.03895995269036,65044.87109375,140,180,20,2,45394.80209350586,249006.0329437256,0.0,89379.76545333887,431915.9984588623,217555.99975585938,60.79673767089844,71985.99974314372,101341.61083833716,468569.9939727783,249593.97315979004,0.0,58571.24924659729,100501.77201167805,0,0,0,0,1,0,0,0,0,0,0,1.2857142857142858,288.4375,64240,42819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3138.0,6.0,0.0,4703976.394567548,141.0,403.1111111111111,0,7,9,987,3628
192.168.50.164,142.251.12.104,9480,443,6,2023-07-19 10:55:11,229655.98106384277,526.8750216714924,8.708678044156898,4.354339022078449,4.354339022078449,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,258,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,104.244.42.65,9237,443,6,2023-07-19 10:54:12,60813312.76893616,39.51437424779576,0.3288753578676301,0.16443767893381506,0.16443767893381506,10,10,1449,954,460.0,54.0,144.9,127.36596876717108,248.0,54.0,95.4,63.70431696517906,460,54,120.15,103.69535910541032,10752.727500000003,200,200,20,7,3200700.6720492714,31733635.902404785,0.0,9240874.52475382,60733507.87162781,31733635.902404785,128.9844512939453,6748167.541291978,12515539.120145379,60770311.83242798,31818706.035614014,0.0,6752256.870269775,12536384.123306682,0,0,0,0,1,0,0,0,0,0,0,1.0,120.15,255,361,0.0,0.0,0.0,0.0,28461313.009262085,3272322.8931427,15866817.951202393,12594495.058059692,0.0,0.0,0.0,0.0,0.0,0.0,144.9,95.4,0,10,10,1449,954
192.168.50.164,142.251.10.100,9529,443,6,2023-07-19 10:55:14,39290.18974304199,3079.6491641129887,50.90329196880973,25.451645984404866,25.451645984404866,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,257,271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,142.251.10.100,9530,443,6,2023-07-19 10:55:14,39795.1602935791,3040.5707404456216,50.25736761067143,25.128683805335715,25.128683805335715,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,257,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,74.125.68.94,9508,443,6,2023-07-19 10:55:15,61672.92594909668,1961.9630192326279,32.429140813762444,16.214570406881222,16.214570406881222,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,256,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.50.164,142.251.10.101,9222,443,6,2023-07-19 10:54:25,92985229.01535034,118.95437713202824,0.4947022283765753,0.2688599067263996,0.22584232165017568,25,21,6917,4144,1304.0,54.0,276.68,397.47258723086804,577.0,54.0,197.33333333333334,177.62972009299983,1304,54,240.45652173913044,319.10422902118677,101827.50897920602,500,420,20,15,2066338.422563341,30622923.135757446,0.0,7621294.472415974,92985229.01535034,30668851.137161255,14.066696166992188,3874384.5423062644,10112091.18062094,62413424.015045166,30671090.126037598,0.0,3120671.2007522583,9179743.271575414,0,0,0,0,1,0,0,0,0,0,0,0.84,240.45652173913044,255,692,0.0,0.0,0.0,0.0,30597404.00314331,25519.132614135742,15311461.567878723,15285942.435264587,0.0,0.0,980.0,5.0,0.0,2950.230805173217,276.68,197.33333333333334,0,25,21,6917,4144
192.168.50.164,142.251.10.113,9223,443,6,2023-07-19 10:54:24,92993152.85682678,120.78308622671288,0.5161670351568927,0.25808351757844633,0.25808351757844633,24,24,7023,4209,1304.0,54.0,292.625,414.3019040607143,576.0,54.0,175.375,181.99469142899014,1304,54,234.0,325.30133466269905,105820.95833333333,480,480,20,15,1978577.7203580167,30577342.03338623,35.04753112792969,7464506.074783848,92993152.85682678,30618772.02987671,85.11543273925781,4043180.5589924688,10287831.080637213,62386082.887649536,30619632.959365845,35.04753112792969,2712438.386419545,8608448.593276564,0,0,0,0,1,0,0,0,0,0,0,1.0,234.0,257,692,0.0,0.0,0.0,0.0,30548449.03945923,28892.993927001953,15288671.016693115,15259778.022766113,0.0,0.0,971.0,5.0,0.0,2782.186989811254,292.625,175.375,0,24,24,7023,4209
192.168.50.164,216.239.34.180,9224,443,6,2023-07-19 10:54:25,92982518.9113617,107.21370120660251,0.6130184540852988,0.2903771624614573,0.3226412916238414,27,30,5791,4178,1304.0,54.0,214.4814814814815,262.5846417852897,585.0,54.0,139.26666666666668,169.25620290619256,1304,54,174.89473684210526,221.6956728847181,49148.97137580794,540,600,20,18,1660402.123417173,30784934.997558594,0.0,6242603.615898419,92982518.9113617,30829058.170318604,53.16734313964844,3576250.727360065,8797251.999866402,62343910.217285156,30824609.04121399,0.0,2149790.0074925916,6621338.343645491,0,0,0,0,1,0,0,0,0,0,0,1.1111111111111112,174.89473684210526,256,966,0.0,0.0,0.0,0.0,16037003.04031372,15325833.082199097,15681418.061256409,355584.979057312,1943.0,4.0,639.5,4.25,1968486.1526570048,2162.5845549278633,214.4814814814815,139.26666666666668,0,27,30,5791,4178
192.168.50.164,216.239.36.180,9225,443,6,2023-07-19 10:54:25,92940769.91081238,120.44229901196172,0.6455724442306328,0.2905075999037848,0.35506484432684804,27,33,6851,4343,1304.0,54.0,253.74074074074073,340.1461115889478,588.0,54.0,131.6060606060606,163.48402561087036,1304,54,186.56666666666666,265.43645609113725,70456.51222222224,540,660,20,18,1575267.2866239387,30687813.997268677,0.0,6097837.322604872,92940769.91081238,30739377.02178955,12.874603271484375,3574644.996569707,8808299.803947698,76060461.99798584,30734667.0627594,0.0,2376889.4374370575,7671801.138587115,0,0,0,0,1,0,0,0,0,0,0,1.2222222222222223,186.56666666666666,256,956,0.0,0.0,0.0,0.0,30629208.087921143,58605.90934753418,11407555.65961202,13665650.734178273,1748.0,4.0,640.25,4.25,7807926.935037274,2335.0016909917463,253.74074074074073,131.6060606060606,0,27,33,6851,4343
192.168.50.164,64.233.170.95,9573,443,6,2023-07-19 10:55:18,38710.832595825195,3125.7400548147693,51.66512487297139,25.832562436485695,25.832562436485695,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,255,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
